Level,Position,Type,Name,Description,Pattern,en.name,en.description,he.name,he.description,ru.name,ru.description,de.name,de.description,es.name,es.description,tr.name,tr.description,ua.name,ua.description
1,11,ARTICLE,011 Morahem Veimathem,,rb-dargot-sulam-011-morahem-veimathem,Article 11,,ומוראכם ואימתכם יהיה על כל חיות הארץ,,"И боязнь, и страх",,Artikel 11,,Artículo 11,,Makale 11,,"І боязнь, і страх",
1,12,ARTICLE,012 Hanina Bni 1,,rb-dargot-sulam-012-hanina-bni-1,Article 12,,כל העולם ניזון בשביל חנינא בני (א'),,"Весь мир насыщается в заслугу Ханины, Моего сына-1",,Artikel 12,,Artículo 12,,Makale 12,,"Весь світ насичується в заслугу Ханіни, Мого сина (1)",
1,13,ARTICLE,013 Yad Al Kos 1,,rb-dargot-sulam-013-yad-al-kos-1,Article 13,,כי יד על כס י-ה (א'),,Вот рука на престоле Всевышнего-1,,Eine Hand auf dem Thron des Ewigen 1,,Artículo 13,,Makale 13,,Ось рука на престолі Всевишнього (1),
1,14,ARTICLE,014 Beit Yaakov,,rb-dargot-sulam-014-beit-yaakov,Article 14,,כה תאמר לבית יעקב,,Так скажи дому Якова,,So sollst du sagen dem Hause Jakob,,Artículo 14,,Makale 14,,Так скажи дому Якова,
1,15,ARTICLE,015 Mishpatim,,rb-dargot-sulam-015-mishpatim,Article 15,,משפטים,,Установления,,Gesetze (Mishpatim),,Artículo 15,,Makale 15,,Встановлення,
1,16,ARTICLE,016 Pkudei Ameshkan,,rb-dargot-sulam-016-pkudei-ameshkan,Article 16,,אלה פקודי המשכן (א'),,Вот исчисления (относительно) скинии-1,,Das ist die Summe für den Mishkan (Wohnung),,Artículo 16,,Makale 16,,Ось обчислення (відносно) скинії,
1,17,ARTICLE,017 Inian Shhina,,rb-dargot-sulam-017-inian-shhina,Article 17,,ענין שכינה,,Шхина,,Das Konzept der Shechina,,Artículo 17,,Makale 17,,Шхіна,
1,18,ARTICLE,018 Levushei Neshama,,rb-dargot-sulam-018-levushei-neshama,Article 18,,ענין לבושי הנשמה,,Об облачении души,,Das Konzept der Kleider der Seele,,Artículo 18,,Makale 18,,Про вбрання душі,
1,19,ARTICLE,019 Mathilim Ledaber,,rb-dargot-sulam-019-mathilim-ledaber,Article 19,,מתחילים לדבר מהקשר עם הבורא,,Начало – это связь с Творцом,,Wir setzen an bei der Verbindung mit dem Schöpfer,,Artículo 19,,Makale 19,,Початок - це зв'язок з Творцем,
1,20,ARTICLE,020 Razon Lekabel,,rb-dargot-sulam-020-razon-lekabel,Article 20,,ענין הרצון לקבל,,Желание получать,,Der Wille zu empfangen,,Artículo 20,,Makale 20,,Бажання отримувати,
1,21,ARTICLE,021 Kidush Hodesh,,rb-dargot-sulam-021-kidush-hodesh,Article 21,,קידוש החודש,,Освящение месяца,,Artikel 21,,Artículo 21,,Makale 21,,Освячення місяця,
1,22,ARTICLE,022 Ata Israel,,rb-dargot-sulam-022-ata-israel,Article 22,,ואתה ישראל,,"Теперь, Израиль",,"Und nun Israel, höre",,Artículo 22,,Makale 22,,"Тепер, Ізраїль",
1,23,ARTICLE,023 Anohi Noten,,rb-dargot-sulam-023-anohi-noten,Article 23,,ראה אנכי נותן לפניכם,,"Смотри, Я предлагаю вам",,"Siehe, ich lege euch heute vor",,Artículo 23,,Makale 23,,"Дивись, Я пропоную вам",
1,24,ARTICLE,024 Ikar Ma Haser,,rb-dargot-sulam-024-ikar-ma-haser,Article 24,,עיקר מה שחסר לנו,,"Главное, чего нам не хватает",,Was uns im Wesentlichen fehlt,,Artículo 24,,Makale 24,,"Головне, чого нам не вистачає",
1,25,ARTICLE,025 Azmana Le Birkat Mazon,,rb-dargot-sulam-025-azmana-le-birkat-mazon,Article 25,,ענין הזמנה לברכת המזון,,Приглашение к благословению на еду,,Artikel 25,,Artículo 25,,Makale 25,,Запрошення до благословення на їжу,
1,26,ARTICLE,026 Lo Isa Panim,,rb-dargot-sulam-026-lo-isa-panim,Article 26,,אשר לא ישא פנים,,Кто не лицеприятствует,,Der keinen Menschen achtet,,Artículo 26,,Makale 26,,Хто не ставиться шанобливо,
1,27,ARTICLE,027 Gimel Kavim 1,,rb-dargot-sulam-027-gimel-kavim-1,Article 27,,ג' קוים (א'),,Три линии-1,,Die drei Linien,,Artículo 27,,Makale 27,,Три лінії (1),
1,28,ARTICLE,028 Eretz Iaraa,,rb-dargot-sulam-028-eretz-iaraa,Article 28,,ארץ יָראה ושָקטה,,Земля убоялась и утихла,,Artikel 28,,Artículo 28,,Makale 28,,Земля злякалася і притихла,
1,29,ARTICLE,029 Istakel,,rb-dargot-sulam-029-istakel,Article 29,,הסתכל הקדוש ברוך הוא במעשיהן,,Смотрит Творец на их деяния,,Artikel 29,,Artículo 29,,Makale 29,,Дивиться Творець на їх діяння,
1,30,ARTICLE,030 Sur Mera 1,,rb-dargot-sulam-030-sur-mera-1,Article 30,,סור מרע ועשה טוב (א'),,Удались от зла и делай добро-1,,Weiche vom Bösen und tue Gutes,,Artículo 30,,Makale 30,,Віддалися від зла і роби добро (1),
1,31,ARTICLE,031 Ahavti Torateha,,rb-dargot-sulam-031-ahavti-torateha,Article 31,,מה אהבתי תורתך,,Что за любовь у меня к Торе Твоей!,,Wie sehr (=Was) liebe ich Deine Weisung,,Artículo 31,,Makale 31,,Що за любов у мене до Тори Твоєї!,
1,32,ARTICLE,032 Gadlut Adam,,rb-dargot-sulam-032-gadlut-adam,Article 32,,גדלותו של האדם היא לפי עבודתו,,Величие человека исчисляется его работой,,Die Größe des Menschen ist gemäß seiner Arbeit,,Artículo 32,,Makale 32,,Велич людини обчислюється її роботою,
1,33,ARTICLE,033 Limhok Amalek,,rb-dargot-sulam-033-limhok-amalek,Article 33,,מהו עמלק שצריכים למחות זכרו,,"Что такое Амалек, если нужно стереть память о нём?",,"Was ist Amalek, dass man die Erinnerung an es auslöschen soll?",,Artículo 33,,Makale 33,,"Що таке Амалек, якщо потрібно стерти пам'ять про нього?",
1,34,ARTICLE,034 Tanta,,rb-dargot-sulam-034-tanta,Article 34,,"טנת""א",,"Таамим, некудот, тагин, отиёт",,Artikel 34,,Artículo 34,,Makale 34,,"Таамім, некудот, тагін, отійот",
1,35,ARTICLE,035 Matza Hen,,rb-dargot-sulam-035-matza-hen,Article 35,,ומצא חן ושכל טוב,,Найти милость и понимание,,Artikel 35,,Artículo 35,,Makale 35,,Знайти милість і розуміння,
1,36,ARTICLE,036 Shomea Tfila,,rb-dargot-sulam-036-shomea-tfila,Article 36,,שומע תפילה,,Слышит молитву,,Der das Gebet erhört,,Artículo 36,,Makale 36,,Чує молитву,
1,37,ARTICLE,037 Dagim Daagot,,rb-dargot-sulam-037-dagim-daagot,Article 37,,דגים - ענין דאגות,,Рыбы – суть беспокойство,,Fische meint Sorgen,,Artículo 37,,Makale 37,,Риби - суть занепокоєння,
1,38,ARTICLE,038 Birkat Tora,,rb-dargot-sulam-038-birkat-tora,Article 38,,מאמר ברכת תורה,,Благословение Торы,,Birkat Tora - Segensspruch der Tora,,Artículo 38,,Makale 38,,Благословення Тори,
1,39,ARTICLE,039 Ruah Briot 1,,rb-dargot-sulam-039-ruah-briot-1,Article 39,,כל שרוח הבריות נוחה הימנו (א'),,Кто по душе людям-1,,Artikel 39,,Artículo 39,,Makale 39,,Хто до душі людям (1),
1,40,ARTICLE,040 Bet Edim,,rb-dargot-sulam-040-bet-edim,Article 40,,ענין ב' עדים,,Два свидетеля,,Artikel 40,,Artículo 40,,Makale 40,,Два свідка,
1,41,ARTICLE,041 Nesiat Kapaim,,rb-dargot-sulam-041-nesiat-kapaim,Article 41,,נשיאת כפים,,Вознесение рук,,Artikel 41,,Artículo 41,,Makale 41,,Вознесіння рук,
1,42,ARTICLE,042 Avdu Ashem,,rb-dargot-sulam-042-avdu-ashem,Article 42,,עבדו ה' בשמחה,,Служите Творцу в радости,,Artikel 42,,Artículo 42,,Makale 42,,Служіть Творцю в радості,
1,43,ARTICLE,043 Isha Ve Banim,,rb-dargot-sulam-043-isha-ve-banim,Article 43,,בחינת אשה ובנים בתורה,,"Что означает ""женщина"" и ""сыновья"" в Торе",,Artikel 43,,Artículo 43,,Makale 43,,"Що означає ""жінка"" і ""сини"" в Торі",
1,44,ARTICLE,044 Stirat Zkenim,,rb-dargot-sulam-044-stirat-zkenim,Article 44,,"סתירת זקנים בנין, בנין נערים סתירה",,"Противоречие старцев – созидание, созидание молодых – противоречие",,Artikel 44,,Artículo 44,,Makale 44,,"Протиріччя старців - творення, творення молодих - протиріччя",
1,45,ARTICLE,045 Bnei Talmidim,,rb-dargot-sulam-045-bnei-talmidim,Article 45,,בניהם של תלמידי חכמים,,Сыновья мудрецов,,Artikel 45,,Artículo 45,,Makale 45,,Сини мудреців,
1,46,ARTICLE,046 Rega Ze,,rb-dargot-sulam-046-rega-ze,Article 46,,"רגע זה, ורגע שני",,Мгновение настоящее и мгновение будущее,,Artikel 46,,Artículo 46,,Makale 46,,Мить теперішня і мить майбутня,
1,47,ARTICLE,047 Garua Mi Kulam,,rb-dargot-sulam-047-garua-mi-kulam,Article 47,,גרוע מכולם,,Худший из всех,,Artikel 47,,Artículo 47,,Makale 47,,Найгірший з усіх,
1,48,ARTICLE,048 Yamin,,rb-dargot-sulam-048-yamin,Article 48,,"ימין, שלמות ואמת",,"Правая, совершенство и истина",,Artikel 48,,Artículo 48,,Makale 48,,"Права, досконалість і істина",
1,49,ARTICLE,049 Sfarim Ve Sofrim,,rb-dargot-sulam-049-sfarim-ve-sofrim,Article 49,,אמונתנו בספרים וסופרים,,"Наша вера в книги и в тех, кто их написал",,Artikel 49,,Artículo 49,,Makale 49,,"Наша віра в книги і в тих, хто їх написав",
1,50,ARTICLE,050 Argashat Zmanim,,rb-dargot-sulam-050-argashat-zmanim,Article 50,,הרגשת הזמנים באדם,,Ощущение времен человеком,,Artikel 50,,Artículo 50,,Makale 50,,Відчуття часів людиною,
1,51,ARTICLE,051 Shabat,,rb-dargot-sulam-051-shabat,Article 51,,בחינת שבת,,Суббота,,Artikel 51,,Artículo 51,,Makale 51,,Субота,
1,52,ARTICLE,052 Iiru Mi Lfanav,,rb-dargot-sulam-052-iiru-mi-lfanav,Article 52,,אלקים עשה שיראו מלפניו,,"Сделал Создатель так, чтобы страшились Его",,Artikel 52,,Artículo 52,,Makale 52,,"Зробив Творець так, щоб боялися Його",
1,53,ARTICLE,053 Kol Yakov,,rb-dargot-sulam-053-kol-yakov,Article 53,,הקול קול יעקב והידיים ידי עשו,,"Голос – голос Якова, а руки – руки Эйсава",,Artikel 53,,Artículo 53,,Makale 53,,"Голос - голос Якова, а руки - руки Ісава",
1,54,ARTICLE,054 Teshuat Olamim,,rb-dargot-sulam-054-teshuat-olamim,Article 54,,תשועת עולמים,,Избавление мира,,Artikel 54,,Artículo 54,,Makale 54,,Позбавлення світу,
1,55,ARTICLE,055 Binyan Shalem 1,,rb-dargot-sulam-055-binyan-shalem-1,Article 55,,שמחם בבנין שלם (א'),,Порадуй их совершенным строением-1,,Artikel 55,,Artículo 55,,Makale 55,,Порадуй їх досконалою будовою (1),
1,56,ARTICLE,056 Sheelot,,rb-dargot-sulam-056-sheelot,Article 56,,שאלות בעבודה,,Вопросы в работе,,Artikel 56,,Artículo 56,,Makale 56,,Запитання в роботі,
1,57,ARTICLE,057 Kli Mahzik Braha,,rb-dargot-sulam-057-kli-mahzik-braha,Article 57,,כלי מחזיק ברכה,,Сосуд для благословения,,Artikel 57,,Artículo 57,,Makale 57,,Посудина для благословення,
1,58,ARTICLE,058 Ani Ve Ein,,rb-dargot-sulam-058-ani-ve-ein,Article 58,,אני ואין,,"Я и его отрицание (""ани"" и ""эйн"")",,Artikel 58,,Artículo 58,,Makale 58,,"Я і його заперечення (""ані"" і ""ейн"")",
1,59,ARTICLE,059 Kol Koes,,rb-dargot-sulam-059-kol-koes,Article 59,,כל הכועס כאילו עובד עבודה זרה,,Гневающийся – будто поклоняется идолам,,Artikel 59,,Artículo 59,,Makale 59,,Той хто гнівається - ніби поклоняється ідолам,
1,60,ARTICLE,060 Bakasha Le Ezra,,rb-dargot-sulam-060-bakasha-le-ezra,Article 60,,בקשה לעזרה,,Просьба о помощи,,Artikel 60,,Artículo 60,,Makale 60,,Прохання про допомогу,
1,61,ARTICLE,061 Yamin Ve Smol,,rb-dargot-sulam-061-yamin-ve-smol,Article 61,,ימין ושמאל,,Правая и левая,,Artikel 61,,Artículo 61,,Makale 61,,Права і ліва,
1,62,ARTICLE,062 Sahar Ve Onesh,,rb-dargot-sulam-062-sahar-ve-onesh,Article 62,,שכר ועונש,,Bознаграждение и наказание,,Artikel 62,,Artículo 62,,Makale 62,,Винагорода і покарання,
1,63,ARTICLE,063 Nitzavim 1,,rb-dargot-sulam-063-nitzavim-1,Article 63,,אתם נצבים היום (א'),,Вы стоите сегодня все-1,,Artikel 63,,Artículo 63,,Makale 63,,Ви стоїте сьогодні всі (1),
1,64,ARTICLE,064 Be Dvaro,,rb-dargot-sulam-064-be-dvaro,Article 64,,שהכל נהיה בדברו,,По слову Которого существует все,,Artikel 64,,Artículo 64,,Makale 64,,Словом Якого існує все,
1,65,ARTICLE,065 Sur Mera 2,,rb-dargot-sulam-065-sur-mera-2,Article 65,,סור מרע ועשה טוב (ב'),,Уклоняйся от зла и делай добро-2,,Artikel 65,,Artículo 65,,Makale 65,,Відступися від зла і роби добро (2),
1,66,ARTICLE,066 Mehakim Le Yom,,rb-dargot-sulam-066-mehakim-le-yom,Article 66,,הוי המחכים ליום ה',,"Горе вам, жаждущим дня Творцa",,Artikel 66,,Artículo 66,,Makale 66,,"Горе вам, воліючим дня Творця",
1,67,ARTICLE,067 Emet,,rb-dargot-sulam-067-emet,Article 67,,מהי אמת,,Что такое правда?,,Artikel 67,,Artículo 67,,Makale 67,,Що таке правда?,
1,68,ARTICLE,068 Seder Avoda,,rb-dargot-sulam-068-seder-avoda,Article 68,,סדר העבודה,,Последовательность в работе,,Artikel 68,,Artículo 68,,Makale 68,,Послідовність в роботі,
1,69,ARTICLE,069 Sahar,,rb-dargot-sulam-069-sahar,Article 69,,השכר תמורת עבודה ברוחניות,,Вознаграждение в духовной работе,,Artikel 69,,Artículo 69,,Makale 69,,Винагорода в духовній роботі,
1,70,ARTICLE,070 Evdel Kdusha,,rb-dargot-sulam-070-evdel-kdusha,Article 70,,הבדל בין קדושה לסטרא אחרא,,Различие между святостью и ситра ахра (нечистыми силами),,Artikel 70,,Artículo 70,,Makale 70,,Різниця між святістю і сітра ахра (нечистими силами),
1,71,ARTICLE,071 Iniyan Galut,,rb-dargot-sulam-071-iniyan-galut,Article 71,,ענין גלות,,Суть изгнания,,Artikel 71,,Artículo 71,,Makale 71,,Суть вигнання,
1,72,ARTICLE,072 Ester Ve Nigle,,rb-dargot-sulam-072-ester-ve-nigle,Article 72,,הסתר ונגלה בהשגחתו יתברך,,Скрытое и открытое в управлении Творца,,Artikel 72,,Artículo 72,,Makale 72,,Приховане і відкрите в управлінні Творця,
1,73,ARTICLE,073 Taamei Tora,,rb-dargot-sulam-073-taamei-tora,Article 73,,טעמי תורה,,Вкусы Торы,,Artikel 73,,Artículo 73,,Makale 73,,Смаки Тори,
1,74,ARTICLE,074 Aba Ve Ima,,rb-dargot-sulam-074-aba-ve-ima,Article 74,,אבא ואמא,,Отец и мать,,Artikel 74,,Artículo 74,,Makale 74,,Батько і мати,
1,75,ARTICLE,075 Gdolei Ha Uma,,rb-dargot-sulam-075-gdolei-ha-uma,Article 75,,פעילות גדולי האומה,,Деятельность великих мудрецов,,Artikel 75,,Artículo 75,,Makale 75,,Діяльність великих мудреців,
1,76,ARTICLE,076 Maasim,,rb-dargot-sulam-076-maasim,Article 76,,המעשים עולים למעלה,,Деяния поднимаются наверх,,Artikel 76,,Artículo 76,,Makale 76,,Діяння піднімаються наверх,
1,77,ARTICLE,077 Yevanim,,rb-dargot-sulam-077-yevanim,Article 77,,יוונים נקבצו עלי,,Греки собрались на меня,,Artikel 77,,Artículo 77,,Makale 77,,Греки зібралися на мене,
1,78,ARTICLE,078 Milhemet Yetzer,,rb-dargot-sulam-078-milhemet-yetzer,Article 78,,מלחמת היצר,,Война первородного начала,,Artikel 78,,Artículo 78,,Makale 78,,Війна первородного початку,
1,79,ARTICLE,079 Iafat Toar,,rb-dargot-sulam-079-iafat-toar,Article 79,,מהו יפת תואר בעבודה,,Что означает «красива станом» в духовной работе,,Artikel 79,,Artículo 79,,Makale 79,,"Що означає ""гарна поставою"" в духовній роботі",
1,80,ARTICLE,080 Kabalot Ha Adam,,rb-dargot-sulam-080-kabalot-ha-adam,Article 80,,קבלות האדם,,Поступления человека,,Artikel 80,,Artículo 80,,Makale 80,,Надходження людини,
1,81,ARTICLE,081 Beal Korheha,,rb-dargot-sulam-081-beal-korheha,Article 81,,"בעל כורחך אתה חי, בעל כורחך אתה מת",,Вопреки желанию своему ты живешь,,Artikel 81,,Artículo 81,,Makale 81,,Всупереч бажанню своєму ти живеш...,
1,82,ARTICLE,082 Sus Lirkav Alav,,rb-dargot-sulam-082-sus-lirkav-alav,Article 82,,סוס לרכב עליו,,Конь – для езды верхом,,Artikel 82,,Artículo 82,,Makale 82,,Кінь - для їзди верхи,
1,83,ARTICLE,083 Tfila Le Haim,,rb-dargot-sulam-083-tfila-le-haim,Article 83,,תפילה לחיים ומזונות,,Молитва за жизнь и пропитание,,Artikel 83,,Artículo 83,,Makale 83,,Молитва за життя і прожиток,
1,84,ARTICLE,084 Tfilin,,rb-dargot-sulam-084-tfilin,Article 84,,מישוש בתפילין,,Прикасание к тфилин,,Artikel 84,,Artículo 84,,Makale 84,,Торкання до тфілін,
1,85,ARTICLE,085 Kium Tora,,rb-dargot-sulam-085-kium-tora,Article 85,,קיום תורה רק בארץ ישראל,,Соблюдение законов Торы – только на земле Израиля,,Artikel 85,,Artículo 85,,Makale 85,,Дотримання законів Тори - тільки на землі Ізраїлю,
1,86,ARTICLE,086 Dargat Rasha,,rb-dargot-sulam-086-dargat-rasha,Article 86,,דרגת הרשע,,Ступень грешника,,Artikel 86,,Artículo 86,,Makale 86,,Сходинка грішника,
1,87,ARTICLE,087 Ierushalaim,,rb-dargot-sulam-087-ierushalaim,Article 87,,בחינת ירושלים,,Иерусалим,,Artikel 87,,Artículo 87,,Makale 87,,Єрусалим,
1,88,ARTICLE,088 Milhama Ba Amalek,,rb-dargot-sulam-088-milhama-ba-amalek,Article 88,,מלחמה בעמלק,,Война с Амалеком,,Artikel 88,,Artículo 88,,Makale 88,,Війна з Амалеком,
1,89,ARTICLE,089 Simha Ve Ira,,rb-dargot-sulam-089-simha-ve-ira,Article 89,,שמחה ויראה,,Радость и страх,,Artikel 89,,Artículo 89,,Makale 89,,Радість і страх,
1,90,ARTICLE,090 Evdel Kesef Kavod,,rb-dargot-sulam-090-evdel-kesef-kavod,Article 90,,הבדל בין כסף לכבוד,,Различие между деньгами и честью,,Artikel 90,,Artículo 90,,Makale 90,,Різниця між грошима і честю,
1,91,ARTICLE,091 Kulo Maror,,rb-dargot-sulam-091-kulo-maror,Article 91,,כולו מרור,,Горечь изгнания,,Artikel 91,,Artículo 91,,Makale 91,,Гіркота вигнання,
1,92,ARTICLE,092 Iashan Hadash,,rb-dargot-sulam-092-iashan-hadash,Article 92,,ישן - חדש,,Желания: разбившиеся и исправленные,,Artikel 92,,Artículo 92,,Makale 92,,Бажання: що розбилися і виправлені,
1,93,ARTICLE,093 Meleh Poretz,,rb-dargot-sulam-093-meleh-poretz,Article 93,,מלך פורץ גדר,,Царь прорывает преграду,,Artikel 93,,Artículo 93,,Makale 93,,Цар прориває перешкоду,
1,94,ARTICLE,094 Hatan,,rb-dargot-sulam-094-hatan,Article 94,,חתן דומה למלך,,Жених подобен Царю,,Artikel 94,,Artículo 94,,Makale 94,,Наречений схожий на Царя,
1,95,ARTICLE,095 Malhut Shamaim,,rb-dargot-sulam-095-malhut-shamaim,Article 95,,מלכות שמים מתחילים בחסד,,Царство Небесное начинается с благодати,,Artikel 95,,Artículo 95,,Makale 95,,Царство Небесне починається з благодаті,
1,96,ARTICLE,096 Kodem Le Rahamim,,rb-dargot-sulam-096-kodem-le-rahamim,Article 96,,צער קודם לרחמים,,Печаль предваряет милость,,Artikel 96,,Artículo 96,,Makale 96,,Журба передує милості,
1,97,ARTICLE,097 Lekabel Tora,,rb-dargot-sulam-097-lekabel-tora,Article 97,,צריכים לקבל תורה בשתי ידים,,Должны получить Тору двумя руками,,Artikel 97,,Artículo 97,,Makale 97,,Повинні отримати Тору двома руками,
1,98,ARTICLE,098 Tikun Hatzot,,rb-dargot-sulam-098-tikun-hatzot,Article 98,,תיקון חצות,,"Тикун хацот (молитва, произносимая в полночь)",,Artikel 98,,Artículo 98,,Makale 98,,"Тікун хацот (молитва, яку кажуть опівночі)",
1,99,ARTICLE,099 Shlemut 1,,rb-dargot-sulam-099-shlemut-1,Article 99,,שלמות וחסרון (א'),,Совершенство и недостаток-1,,Artikel 99,,Artículo 99,,Makale 99,,Досконалість і недолік (1),
1,100,ARTICLE,100 Emuna Ve Daat,,rb-dargot-sulam-100-emuna-ve-daat,Article 100,,אמונה ודעת,,Вера и знания,,Artikel 100,,Artículo 100,,Makale 100,,Віра і знання,
1,101,ARTICLE,101 Lemala Me Daat,,rb-dargot-sulam-101-lemala-me-daat,Article 101,,אמונה למעלה מהדעת,,Вера выше знания,,Artikel 101,,Artículo 101,,Makale 101,,Віра вище знання,
1,102,ARTICLE,102 Maasim Tovim,,rb-dargot-sulam-102-maasim-tovim,Article 102,,מעשים טובים נקראים בנים,,Добрые дела называются сыновьями,,Artikel 102,,Artículo 102,,Makale 102,,Добрі справи звуться синами,
1,103,ARTICLE,103 Iehud Zon,,rb-dargot-sulam-103-iehud-zon,Article 103,,"יחוד זו""ן",,Особенность ЗОН,,Artikel 103,,Artículo 103,,Makale 103,,Особливість ЗОН,
1,104,ARTICLE,104 Asur Lelamed,,rb-dargot-sulam-104-asur-lelamed,Article 104,,אסור ללמד תורה לגוי,,Не может нееврей учить Тору,,Artikel 104,,Artículo 104,,Makale 104,,Не може неєврей вчити Тору,
1,105,ARTICLE,105 Baranu Lehvodo,,rb-dargot-sulam-105-baranu-lehvodo,Article 105,,ברוך אלקינו שבראנו לכבודו,,"Благословен Бог наш, Который сотворил нас во славу Себе",,Artikel 105,,Artículo 105,,Makale 105,,"Благословенний Бог наш, Який створив нас Собі на славу",
1,106,ARTICLE,106 Horban Kdusha,,rb-dargot-sulam-106-horban-kdusha,Article 106,,חורבן דקדושה,,Разрушение святости,,Artikel 106,,Artículo 106,,Makale 106,,Руйнування святості,
1,107,ARTICLE,107 Golan Ba Bashan,,rb-dargot-sulam-107-golan-ba-bashan,Article 107,,את גולן בבשן,,И Голан в Башане,,Artikel 107,,Artículo 107,,Makale 107,,І Голан в Башані,
1,108,ARTICLE,108 Adam Kovea,,rb-dargot-sulam-108-adam-kovea,Article 108,,האדם הוא הקובע,,Человек является определяющим,,Artikel 108,,Artículo 108,,Makale 108,,"Людина є тим, хто визначає",
1,109,ARTICLE,109 Olhin Al Kivrei,,rb-dargot-sulam-109-olhin-al-kivrei,Article 109,,טעם שהולכין על קברי אבות,,Познание от посещения могилы отцов,,Artikel 109,,Artículo 109,,Makale 109,,Пізнання від вівідування могили отців,
1,110,ARTICLE,110 Dereh Tora,,rb-dargot-sulam-110-dereh-tora,Article 110,,דרך תורה,,Путь Торы,,Artikel 110,,Artículo 110,,Makale 110,,Шлях Тори,
1,111,ARTICLE,111 Ein Hadash,,rb-dargot-sulam-111-ein-hadash,Article 111,,אין חדש תחת השמש,,Нет ничего нового под солнцем,,Artikel 111,,Artículo 111,,Makale 111,,Немає нічого нового під сонцем,
1,112,ARTICLE,112 Ashabat Gezel,,rb-dargot-sulam-112-ashabat-gezel,Article 112,,השבת הגזל,,"И возвратит отнятое, что отнял",,Artikel 112,,Artículo 112,,Makale 112,,"І поверне відняте, що відняв",
1,113,ARTICLE,113 Azaken Mehapes,,rb-dargot-sulam-113-azaken-mehapes,Article 113,,הזקן מחפש יראת שמים,,Мудрец ищет благочестие,,Artikel 113,,Artículo 113,,Makale 113,,Мудрець шукає благочестя,
1,114,ARTICLE,114 Gimel Shotafim,,rb-dargot-sulam-114-gimel-shotafim,Article 114,,ג' שותפים,,Три участника,,Artikel 114,,Artículo 114,,Makale 114,,Три учасники,
1,115,ARTICLE,115 Perush Tora,,rb-dargot-sulam-115-perush-tora,Article 115,,"פירוש ""תורה לשמה""",,"Толкование ""Тора ради неё самой""",,Artikel 115,,Artículo 115,,Makale 115,,Тора заради неї самої,
1,116,ARTICLE,116 Rashaim,,rb-dargot-sulam-116-rashaim,Article 116,,מי הם הרשעים,,Кто такие злодеи?,,Artikel 116,,Artículo 116,,Makale 116,,Хто такі лиходії,
1,117,ARTICLE,117 Maor Mahziro,,rb-dargot-sulam-117-maor-mahziro,Article 117,,המאור שבה מחזירו למוטב,,"Свет, возвращающий к источнику",,Artikel 117,,Artículo 117,,Makale 117,,"Світло, що повертає до джерела",
