Level,Position,Type,Name,Description,Pattern,en.name,en.description,he.name,he.description,ru.name,ru.description,de.name,de.description,es.name,es.description,tr.name,tr.description,ua.name,ua.description
1,,ARTICLE,Hochmat Israel,,bs-hochmat-israel,The Wisdom of Kabbalah Compared to Other Sciences,,חכמת ישראל בערך חכמת חיצוניים,,Каббала в сравнении с науками,,,,La sabiduría de la Cabalá comparada con otras ciencias,,Kabala Bilgeliğinin Diğer Bilimlerle Karşılaştırılması,,Кабала у порівнянні з науками,
1,,ARTICLE,Maamar Herut,,bs-maamar-herut,The Freedom,,החרות,,Свобода воли,,Die Freiheit,,La Libertad,,Özgürlük,,Свобода волі,
1,,ARTICLE,Mahut Dat Ve Matrata,,bs-mahut-dat-ve-matrata,The Essence of Religion and Its Purpose,,מהות הדת ומטרתה,,Суть религии и ее цель,,Das Wesen der Religion und ihr Ziel,,La esencia de la religión y su propósito,,Dinin Özü ve Amacı,,Суть релігії та її мета,
1,,ARTICLE,Mahut Hochmat Kabbala,,bs-mahut-hochmat-kabbala,The Essence of the Wisdom of Kabbalah,,מהותה של חכמת הקבלה,,Суть науки Каббала,,Das Wesen der Wissenschaft Kabbala,,La esencia de la sabiduría de la Cabalá,,Kabala Bilgelinin Özü,,Суть науки Кабала,
1,,ARTICLE,Matan Tora,,bs-matan-tora,The Giving of the Torah,,מתן תורה,,Дарование Торы,,Gabe der Tora,,Matán Torá – La entrega de la Torá,,Tora'yı Vermek,,Дарування Тори,
1,,ARTICLE,Mi Bsari Echeze,,bs-mi-bsari-echeze,Finding the Creator Within,,מבשרי אחזה אלוקי,,Из себя узрю Творца,,In meinem Fleische ist die Stütze des Schöpfers,,En mi carne me aferro a Dios,,Yaratanı İçinde Bulmak,,Із себе побачу Творця,
1,,ARTICLE,Mitzva Achat,,bs-mitzva-achat,One Commandment,,מצוה אחת,,Одна заповедь,,Ein Gebot,,Una Mitzvá (precepto),,Bir Emir,,Одна заповідь,
1,,ARTICLE,Sechel Poel,,bs-sechel-poel,The Acting Mind,,שכל הפועל,,Созидающий разум,,,,La mente en acción,,Aklı Harakete Geçirmek,,"Розум, що створює",
1,,ARTICLE,Sgulat Zchira,,bs-sgulat-zchira,Remembering,,סגולת זכירה,,Чудо пaмяти,,,,Recordando,,Hatırlamak,,Чудо пам'яті,
1,,ARTICLE,Sod Ibur Leida,,bs-sod-ibur-leida,The Meaning of Conception and Birth,,סוד העיבור-לידה,,Тайна зарождения,,,,El significado de Concepción y Nacimiento,,İdrak ve Doğum'un Anlamı,,Таємниця зародження,
1,,ARTICLE,Sod Kaf Enochi,,bs-sod-kaf-enochi,The Scale of the Self,,סוד הכף דאנכי,,Тайна буквы каф,,,,La balanza de uno,,Kişinin Ölçüsü,,Таємниця букви каф,
1,,ARTICLE,Tchunat Hochmat Nistar,,bs-tchunat-hochmat-nistar,The Quality of the Wisdom of the Hidden – in General,,תכונתה של חכמת הנסתר בכללה,,Характер науки Каббала,,,,La cualidad de la Sabiduría de lo Oculto en su totalidad,,Gizli Bilgeliğin Değeri - Genelde,,Характер науки Кабала,
1,,ARTICLE,Toldot Hochmat Kabbala,,bs-toldot-hochmat-kabbala,Chronology of the Wisdom of Kabbalah,,תולדות חוכמת הקבלה,,История науки Каббала,,,,Los orígenes de la Cabalá,,Kabala Bilgeliğinin Kronolojisi,,Історія науки Кабала,
1,,ARTICLE,Kabbala Ve Mahuta,,bs-kabbala-ve-mahuta,The Teaching of the Kabbalah and Its Essence,,תורת הקבלה ומהותה,,Наука каббала и её суть,,Die Lehre der Kabbala und deren Wesen,,Lasabiduría de la Cabalá y su esencia,,Kabala Bilgeliği ve Onun Özü,,,
1,,ARTICLE,Zot Le Yehuda,,bs-zot-le-yehuda,This Is for Judah,,וזאת ליהודה,,О Егуде,,Dies ist für Yehuda,,Y esto es para Judá,,Bu Judah içindir,,Про Єгуду,
1,,ARTICLE,Yerushat Aretz,,bs-yerushat-aretz,Inheritance of the Land,,ירושת הארץ,,Наследование земли,,,,La herencia de la Tierra,,Toprağın Mirası,,Успадкування землі,
1,,ARTICLE,Shishim Ribo,,bs-shishim-ribo,600 000 Souls,,ששים ריבוא נשמות,,Шестьсот тысяч душ,,600.000 Seelen,,Seiscientas Mil Almas,,600.000 ruh,,Шістсот тисяч душ,
1,,ARTICLE,Kol Mitztaer,,bs-kol-mitztaer,All who feel the affliction of the public,,כל המצטער עם הציבור,,"Каждый, кто сожалеет с обществом",,,,Todos los que se lamentan con el público,,Halkın acısını hissedenler,,"Кожен, хто співпереживає із суспільством",
1,,ARTICLE,Iton Uma,,bs-iton-uma,"Newspaper ""The Nation""",,"עיתון ""האמה""",,"газета ""Аума (Народ)""",,,,La Nación,,Ulus,,Аума (Народ),
1,,ARTICLE,Nevua,,bs-nevua,The Prophecy of Baal HaSulam,,נבואתו של בעל הסולם,,Пророчество,,,,La profecía de Baal Hasulam,,Kehaneti,,Пророцтво,
1,,ARTICLE,Shivha Tirash Gvirta,,bs-shivha-tirash-gvirta,A Handmaid That Is Heir To Her Mistress,,שפחה כי תירש גבירתה,,"Служанка, наследующая своей госпоже",,"Eine Dienerin, die zur Erbin ihrer Herrin wird",,Una sirvienta que hereda a su ama,,Hizmetçi Hanım'ının varisidir,,"Наймичка, що успадковує від своєї господині",
1,,ARTICLE,Shofar Shel Mashiach,,bs-shofar-shel-mashiach,Messiah’s Shofar,,שופר של משיח,,Шофар Машиаха,,Horn des Messias,,El Shofar del Mesías,,Mesih'in Şofar'ı,,Шофар Машіаха,
1,,ARTICLE,Agada Pesach,,bs-agada-pesach,,,הגדה של פסח,,,,,,,,,,,
1,,ARTICLE,Beit Shaar Kavanot,,bs-beit-shaar-kavanot,The Gatehouse of Intentions,,בית שער הכוונות,,"Бейт Шаар Каванот"" (Дом Врат Намерения",,,,Beit Shaar Hakavanot - La casa de la Puerta de las Intenciones,,Niyetleri Kapısının Evi,,Бейт Шаар Каванот (Дім Брами Намірів),
1,,ARTICLE,Even Sapir,,bs-even-sapir,,,אבן ספיר,,,,,,Even Sapir- Piedra Safiro- Diccionario de conceptos de Cabalá,,,,,
1,,ARTICLE,Ilan,,bs-ilan,,,האילן,,,,,,Hailán -El Arbol,,,,,
1,,ARTICLE,Or Bahir,,bs-or-bahir,The Bright Light,,אור הבהיר,,Ор баир,,,,Or Habair- Luz Clara,,Parlak Işık,,,
