Level,Position,Type,Name,Description,Pattern,en.name,en.description,he.name,he.description,ru.name,ru.description,de.name,de.description,es.name,es.description,tr.name,tr.description,ua.name,ua.description
1,11,ARTICLE,011 Gila Be Raada,,bs-shamati-011-gila-be-raada,11. Joy with a Quiver,,"יא. ענין גילה ברעדה, בעבודה",,11. Радуйся в трепете,,11. Freude mit einem Erschauern,,11. Regocijo con estremecimiento,,,,11. Радій у трепеті,
1,12,ARTICLE,012 Avodat Adam,,bs-shamati-012-avodat-adam,12. The Essence of One’s Work,,יב. עיקר עבודת האדם,,12. Главное в работе человека,,12. Die hauptsächliche Arbeit des Menschen,,12. La esencia del trabajo de uno,,12. Kişinin Çalışmasının Özü,,12. Головне в роботі людини,
1,13,ARTICLE,013 Inyan Rimon,,bs-shamati-013-inyan-rimon,13. A Pomegranate,,יג. ענין רמון,,13. Суть граната,,13. Ein Granatapfel,,13. Una granada,,13. Nar,,13. Суть граната,
1,14,ARTICLE,014 Romemut Ashem,,bs-shamati-014-romemut-ashem,14. What Is the Greatness of the Creator,,יד. מהו רוממות ה',,14. Что такое величие Творца,,14. Was ist die Erhabenheit des Schöpfers?,,14. ¿Qué es la grandeza del Creador?,,14. Yaratan'ın Büyüklüğü Nedir,,14. Що таке велич Творця,
1,15,ARTICLE,015 Elokim Acherim,,bs-shamati-015-elokim-acherim,15. What Is Other Gods in the Work,,"טו. מהו, אלהים אחרים, בעבודה",,"15. Что означают ""другие боги"" в работе",,"15. Die Bedeutung ""anderer Götter"" in der spirituellen Arbeit",,15. ¿Qué significa “otros dioses” en el trabajo?,,15. Çalışmada Diğer Tanrılar nedir,,"15. Що означає ""інші боги"" в роботі",
1,16,ARTICLE,016 Yom Ashem,,bs-shamati-016-yom-ashem,16. What Is the Day of the Lord and the Night of the Lord in the Work,,"טז. מהו יום ה' וליל ה', בעבודה",,16. День Творца и ночь Творца,,16. Was ist der Tag des Schöpfers und die Nacht des Schöpfers in der spirituellen Arbeit?,,16. ¿Qué significan “El día del Señor”y “La noche del Señor” en el trabajo?,,16. Çalışmada Lord'un (Tanrı'nın) Günü ve Lord'un geces nedir,,16. День Творця і ніч Творця,
1,17,ARTICLE,017 Sitra Achra Nikret,,bs-shamati-017-sitra-achra-nikret,"17. What Does It Mean that the Sitra Achra Is Called ""Malchut without a Crown""",,"יז. מהו, שהס""א נקראת, מלכותא בלי תגא",,"17. Нечистая сила называется ""Царство без короны""",,17. Warum wird Sitra Achra Malchut ohne Krone genannt?,,17. ¿Qué quiere decir que la Sitra Ajra se denomina “Maljut sin corona”?,,17. Sitra Ahra'ya Taçsız Malhut denmesi ne anlama gelir,,"17. Нечиста сила називається ""Царство без корони""",
1,18,ARTICLE,018 Be Mistarim,,bs-shamati-018-be-mistarim,"18. What Is My Soul Shall Weep In Secret, in the Work",,"יח. מהו, במסתרים תבכה נפשי, בעבודה",,"18. В потемках плачь, душа моя-1",,"18. Was bedeutet ""In Verborgenheit weine meine Seele"" in spiritueller Arbeit?",,"18. ¿Qué significa ""mi alma llorará en secreto"", en el trabajo?",,"18. Ruhum gizlilik içinde ağlayacak, ne demektir",,"18. У сутінках плач, душа моя",
1,19,ARTICLE,019 Shem Sone Gufim,,bs-shamati-019-shem-sone-gufim,"19. What Is the Creator Hates the Bodies, in the Work",,"יט. מהו, שהקב""ה שונא את הגופים, בעבודה",,19. Почему Творец ненавидит тела (желание насладиться ради себя),,"19. Was bedeutet ""der Schöpfer hasst die Körper"" in der spirituellen Arbeit?",,"19. ¿Qué significa “El Creadoraborrece los cuerpos”, en el trabajo?",,19. Çalışmada Yaratanın Bedenden nefret etmesi ne demektir,,19. Чому Творець ненавидить тіла (бажання насолодитися заради себе),
1,20,ARTICLE,020 Inyan Lishma,,bs-shamati-020-inyan-lishma,20. Lishma (For Her Name),,כ. ענין לשמה,,20. Лишма,,20. LiSHma (Für Ihren Namen),,20. Lishmá,,20. Lişma (onun adına),,20. Лішма,
1,21,ARTICLE,021 Bizman She Adam Margish,,bs-shamati-021-bizman-she-adam-margish,21. When One Feels Oneself in a State of Ascent,,כא. בזמן שהאדם מרגיש את עצמו בבחינת עליה,,21. Время подъема,,"21. Wenn der Mensch fühlt, dass er sich in einem spirituellen Aufstieg befindet",,21. Cuando uno se siente en estado de ascenso,,21. Kişi kendini yükselişte hissettiğinde,,21. Час підйому,
1,22,ARTICLE,022 Tora Lishma,,bs-shamati-022-tora-lishma,22. Torah Lishma (for Her Name),,כב. תורה לשמה,,"22. Тора ""лишма""",,22. Tora LiShma Für Ihren Namen,,22. Torá Lishmá,,22. Tora Lişma (Onun adına),,"22. Тора ""лішма""",
1,23,ARTICLE,023 Ohavei Ashem,,bs-shamati-023-ohavei-ashem,"23. You That Love the Lord, Hate Evil",,כג. אוהבי ה' שנאו רע,,"23. Любящие Творца, ненавидьте зло",,"23. Die ihr den Schöpfer liebet, hasset das Böse",,"23. Ustedes, que aman al Señor, aborrecen el mal",,23. Tanrıyı seven kötülükten nefret eden sen,,"23. Люблячі Творця, ненавидьте зло",
1,24,ARTICLE,024 Mi Yad Rashaim,,bs-shamati-024-mi-yad-rashaim,24. Out of the Hand of the Wicked,,כד. מיד רשעים יצילם,,24. Спасает их от рук злодеев,,24. Aus der Hand der Frevler errettet er sie,,24. Fuera de las manos de los malvados,,24. Kötülüğün Elinin Dışı,,24. Рятує їх від рук лиходіїв,
1,25,ARTICLE,025 Dvarim Ayotzim,,bs-shamati-025-dvarim-ayotzim,25. Things that Come from the Heart,,כה. דברים היוצאים מהלב,,25. Исходящее из сердца,,"25. Dinge, die von Herzen kommen",,25. Cosas que llegan del corazón,,25. Kalpten Gelen Şeyler,,25. Що виходить із серця,
1,26,ARTICLE,026 Atid Shel Adam,,bs-shamati-026-atid-shel-adam,26. One’s Future Depends and Is Tied to Gratitude for the Past,,כו. העתיד של האדם תלוי וקשור בהודאה על העבר,,26. Будущее человека зависит от его благодарности за прошлое,,26. Die Zukunft des Menschen hängt von der Dankbarkeit für die Vergangenheit ab,,"26. El futuro de uno depende de su gratitud por el pasado, y está sujeto a la misma",,26. Kişinin geleceği geçmişe minnettarlığa bağlıdır,,26. Майбутнє людини залежить від її вдячності за минуле,
1,27,ARTICLE,027 Ram Ashem,,bs-shamati-027-ram-ashem,"27. What Is ""The Lord Is High and the Low Will See""",,כז. מהו רם ה' ושפל יראה,,"27. Велик Творец, и только ничтожный узрит Его",,27. HOch erhaben ist der Schöpfer und der Untere wird sehen,,"27. Qué significa “el Señor es Excelso, y los inferiores lo verán”",,27. Lord yücedir ve Lord görecektir,,"27. Великий Творець, і тільки нікчемний побачить Його",
1,28,ARTICLE,028 Lo Amut,,bs-shamati-028-lo-amut,28. I Shall Not Die but Live,,כח. לא אמות כי אחיה,,"28. Не умру, а буду жить",,"28. Ich werde nicht sterben, sondern leben",,"28. No moriré, sino que viviré",,28. Ölmeyeceğim fakat yaşayacağım,,"28. Не помру, а буду жити",
1,29,ARTICLE,029 Kshebaim Hirhurim,,bs-shamati-029-kshebaim-hirhurim,29. When Thoughts Come to a Person,,כט. כשבאים הרהורים לאדם,,29. Когда посещают сомнения,,29. Wenn dem Menschen Gedanken kommen,,29. Cuando llegan pensamientos a una persona,,29. Düşünceler kişiye geldiğinde,,29. Коли приходять сумніви,
1,30,ARTICLE,030 Ikar Lirtzot,,bs-shamati-030-ikar-lirtzot,30. The Most Important Is to Want Only to Bestow,,ל. עיקר לרצות רק להשפיע,,30. Главное – желать отдавать,,"30. Das Wichtigste ist, nur geben zu wollen",,30. Lo principal es desear sólo otorgar,,30. En önemli şey sadece ihsan etmeyi istemektir,,30. Головне - бажати віддавати,
1,31,ARTICLE,031 Kol She Ruah,,bs-shamati-031-kol-she-ruah,31. All that Pleases the Spirit of the People,,לא. כל שרוח הבריות נוח הימנו,,31. В согласии с духом творений,,"31. Alles, was dem Geist der Geschöpfe gefällt",,31. Todo eso agrada al espíritu de la gente,,31. Insanların ruhlarını memnun eden herşey,,31. У злагоді з духом творінь,
1,32,ARTICLE,032 Goral Hu Sod,,bs-shamati-032-goral-hu-sod,32. A Lot Is an Awakening from Above,,לב. גורל הוא סוד אתערותא דלעילא,,32. Судьба – это желание свыше,,32. Das Schicksal ist eine Erweckungh von Oben,,32. El destino es el despertar que viene de Arriba,,32. Kısmet yukarıdan bir uyanıştır,,32. Доля - це бажання згори,
1,33,ARTICLE,033 Inyan Goralot,,bs-shamati-033-inyan-goralot,33. The Lots on Yom Kippurim and with Haman,,"לג. ענין גורלות, שהיה ביום כפורים, ואצל המן",,33. Рок Йом Кипур и Амана,,33. Die Lose von Jom Kippur und bei Haman,,33. Las suertes en Yom Kipurim y con Hamán,,,,33. Фатальність Йом Кіпур та Амана,
1,34,ARTICLE,034 Itron Aaretz,,bs-shamati-034-itron-aaretz,34. The Profit of a Land,,לד. יתרון ארץ בכל הוא,,34. Преимущество земли – во всем,,34. Der Vorteil des Landes,,34. El provecho de una tierra,,34. Toprağın Faydası,,34. Перевага землі - у всьому,
1,35,ARTICLE,035 Hayot Kdusha,,bs-shamati-035-hayot-kdusha,35. Concerning the Vitality of Kedusha,,לה. בענין החיות דקדושה,,35. О жизненной силе Святости,,35. Die Lebenskraft der Kedusha,,35. Acerca de la vitalidad de la Kedushá,,35. Keduşa'nın canlılığını düşünmek,,35. Про життєву силу Святості,
1,36,ARTICLE,036 Gimel Bchinot Gufim,,bs-shamati-036-gimel-bchinot-gufim,36. What are the Three Bodies in a Man,,לו. מהו ג' בחינות גופים באדם,,36. Три тела в человеке,,36. Was sind die drei Körper im Menschen?,,36. Cuáles son los tres tipos de cuerpos en el hombre,,36. Insandaki 3 beden nedir,,36. Три тіла в людині,
1,37,ARTICLE,037 Purim,,bs-shamati-037-purim,37. An Article for Purim,,לז. מאמר לפורים,,37. Статья к Пуриму,,37. Ein Artikel für Purim,,37. Un artículo para Púrim,,37. Purim için makale,,37. Стаття до Пуріма,
1,38,ARTICLE,038 Irat Ashem,,bs-shamati-038-irat-ashem,38. The Fear of God Is His Treasure,,לח. יראת ה' הוא אוצרו,,38. Его богатство – трепет перед Творцом,,38. Die Furcht vor dem Schöpfer ist sein Schatz,,38. El temor de Dios es su tesoro,,38. Tanrı korkusu hazinedir,,38. Його багатство - трепет перед Творцем,
1,39,ARTICLE,039 Ve Itferu,,bs-shamati-039-ve-itferu,39. And They Sewed Fig-Leaves,,לט. ויתפרו עלה תאנה,,39. И сшили они листья смоковницы,,39. Und sie flickten Feigenlaub,,39. Y cosieron hojas de higuera,,39. Insandaki 3 beden nedir,,39. І зшили вони листя фігового дерева,
1,40,ARTICLE,040 Emunat Rabo,,bs-shamati-040-emunat-rabo,"40. Faith in the Rav, What Is the Measure",,"מ. אמונת רבו, מהו השיעור",,40. Какой должна быть вера в Учителя,,40. In welchem Maß soll man seinem Lehrer vertrauen?,,"40. Fe en el Rav, ¿en qué medida?",,40. Ravın inancı. ölçü nedir,,40. Якою має бути віра в Учителя,
1,41,ARTICLE,041 Katnut Ve Gadlut,,bs-shamati-041-katnut-ve-gadlut,41. What Is Greatness and Smallness in Faith,,מא. מהו קטנות וגדלות באמונה,,41. Малая и большая вера,,41. Was sind Kleinheit und Größe im Glauben?,,41. Qué significan la grandeza y la pequeñez en la fe,,41. Inançtaki büyüklük ve küçüklük nedir,,41. Мала і велика віра,
1,42,ARTICLE,042 Rashei Teivot Elul,,bs-shamati-042-rashei-teivot-elul,42. What Is the Acronym Elul in the Work,,"מב. מהו, שראשי תיבות אלול ""אני לדודי ודודי לי"" מרמזת בעבודה",,"42. ЭЛУЛЬ (Я к Любимому своему, а Любимый ко мне)",,42. Was bedeutet das Akronym Elul in der Arbeit?,,42. ¿Qué significan las siglas ELUL en el tranbajo?,,42. Çalışmada Elul akronimi nedir,,"42. ЕЛУЛЬ (Я до Улюбленого свого, а Улюблений до мене)",
1,43,ARTICLE,043 Emet Ve Emuna,,bs-shamati-043-emet-ve-emuna,43. The Matter of Truth and Faith,,מג. ענין אמת ואמונה,,43. Истина и вера,,43. Wahrheit und Glauben,,43. Acerca de la verdad y la fe,,43. Gerçeğin özü ve inanç,,43. Істина та віра,
1,44,ARTICLE,044 Mocha Ve Liba,,bs-shamati-044-mocha-ve-liba,44. Mind and Heart,,מד. מוחא ולבא,,44. Разум и сердце,,44. Verstand und Herz - Mocha und Liba,,44. Mente y corazón,,44. Akıl ve kalp,,44. Розум і серце,
1,45,ARTICLE,045 Bet Bchinot,,bs-shamati-045-bet-bchinot,45. Two Discernments in the Torah and in the Work,,מה. ב' בחינות בתורה ובעבודה,,45. Два состояния в Торе и работе,,45. Zwei Unterscheidungen in der Tora und in der Arbeit,,45. Dos discernimientos en la Torá y en el trabajo,,45. Çalışmada Tora'daki iki anlayış nedir,,45. Два стани в Торі й роботі,
1,46,ARTICLE,046 Shlitat Israel,,bs-shamati-046-shlitat-israel,46. The Domination of Israel over the Klipot,,מו. שליטת ישראל על הקליפות,,46. Власть Израиля над клипот,,46. Die Herrschaft Israels über die Klipot,,46. El dominio de Israel sobre las Klipot,,46. Klipot üstünde israilin hakimiyeti,,46. Влада Ізраїлю над кліпот,
1,47,ARTICLE,047 Be Makom She Ata,,bs-shamati-047-be-makom-she-ata,47. In the Place Where You Find His Greatness,,"מז. ""במקום שאתה מוצא גדלותו""",,"47. Там, где ты находишь Его величие",,"47. An dem Ort, wo du Seine Größe findest",,47. En un lugar donde encuentras Su grandeza,,47. Büyüklüğü bulduğun yerde,,"47. Там, де ти знаходиш Його велич",
1,48,ARTICLE,048 Ikar Yesod,,bs-shamati-048-ikar-yesod,48. The Primary Basis,,מח. עיקר היסוד,,48. Главная основа,,48. Das Hauptfundament,,48. La base principal,,48. Temel kaideler,,48. Головна основа,
1,49,ARTICLE,049 Ikar Hu Mocha,,bs-shamati-049-ikar-hu-mocha,49. The Most Important Is the Mind and the Heart,,מט. עיקר הוא מוחא וליבא,,49. Основное – это разум и сердце,,49. Am Wichtigsten sind Verstand und Herz,,49. Lo más importante es la mente y el corazón,,49. En önemli şey akıl ve kalpdir,,49. Основне - це розум і серце,
1,50,ARTICLE,050 Shnei Matzavim,,bs-shamati-050-shnei-matzavim,50. Two States,,נ. שני מצבים,,50. Два состояния,,50. Zwei Zustände,,50. Dos estados,,50. Iki Ülke,,50. Два стани,
1,51,ARTICLE,051 Im Paga Becha,,bs-shamati-051-im-paga-becha,51. If You Encounter This Villain,,נא. אם פגע בך מנוול זה,,51. Если обидел тебя грубиян,,51. Wenn dich dieser Bösewicht getroffen hat,,51. Si te encuentras con este Villano,,51. Eğer bu kötüyle karşılaşırsan,,51. Якщо образив тебе грубіян,
1,52,ARTICLE,052 Ein Avera,,bs-shamati-052-ein-avera,52. A Transgression does not Put Out a Mitzva,,נב. אין עבירה מכבה מצווה,,52. Прегрешение не отменяет заповедь,,52. Eine Übertretung löscht eine Mizwa nicht aus,,52. Una transgresión no cancela una Mitzvá,,52. Bir günah bir sevabı gidermez,,52. Прогріх не скасовує заповідь,
1,53,ARTICLE,053 Inyan Agbala,,bs-shamati-053-inyan-agbala,53. The Matter of Limitation,,נג. ענין הגבלה,,53. Ограничение,,53. Die Sache der Begrenzung,,53. Acerca de la limitación,,53. Kısıtlama Konusu,,53. Обмеження,
1,54,ARTICLE,054 Matarat Avoda,,bs-shamati-054-matarat-avoda,54. The Purpose of the Work,,נד. מטרת העבודה,,54. Цель духовной работы-1,,54. Das Ziel der spirituellen Arbeit,,54. El propósito del trabajo,,54. Çalışmanın Amacı,,54. Мета духовної роботи,
1,55,ARTICLE,055 Man Min Tora,,bs-shamati-055-man-min-tora,"55. Haman from the Torah, from Where",,נה. המן מן התורה מנין,,55. Где в Торе упомянут Аман,,55. Woher (kommt) Hamn aus der Tora?,,"55. Hamán de la Torá, ¿de dónde?",,"55. Nereden, Tora'dan Haman'a",,55. Де в Торі згадано Амана,
1,56,ARTICLE,056 Tora Nikra Yore,,bs-shamati-056-tora-nikra-yore,56. Torah Is Called Indication,,נו. תורה נקרא יורה,,"56. Тора называется ""показывающей""",,"56. Tora heißt ""HInweis""",,56. La Torá es llamada indicación,,56. Tora işaret demektir,,"56. Тора називається ""виявляючою""",
1,57,ARTICLE,057 Yakriv Oto,,bs-shamati-057-yakriv-oto,57. Will Bring Him as a Burned Offering to His Will,,נז. יקריב אותו לרצונו,,57. Приблизь его к желанию Творца,,"57. ""Er opfere ihn Seinen Willen""",,57. Lo sacrificará a su voluntad,,57. Onun arzusuna,,57. Наблизь його до бажання Творця,
1,58,ARTICLE,058 Simcha Bchinat Mara,,bs-shamati-058-simcha-bchinat-mara,"58. Joy is a ""Reflection"" of Good Deeds",,"נח. השמחה היא בחינת ""מראה"" ממעשים טובים",,58. Радость – показатель хороших действий,,"58. Die Freude ist der ""Spiegel"" guter Taten",,58. El regocijo es un reflejo de las buenas obras,,58. Neşe iyi amellerın yansımasıdır,,58. Радість - показник хороших дій,
1,59,ARTICLE,059 Mate Ve Nachash,,bs-shamati-059-mate-ve-nachash,59. About the Rod and the Serpent,,נט. ענין מטה ונחש,,59. Посох и Змей,,59. Der Stab und die Schlange,,59. Acerca de la vara y la serpiente,,59. Asa ve yılan,,59. Посох та Змій,
1,60,ARTICLE,060 Mitzva,,bs-shamati-060-mitzva,60. A Mitzva that Comes through Transgression,,ס. מצוה הבאה בעבירה,,"60. Заповедь, вызванная грехом",,"60. Das Gebot, das durch eine Übertretung kommt",,60. Una Mitzvá que surge a través de la transgresión,,60. Günaha doğru giden bir sevap,,"60. Заповідь, яка викликана гріхом",
1,61,ARTICLE,061 Ve Svivav,,bs-shamati-061-ve-svivav,61. Round About Him it Stormeth Mightily,,סא. וסביביו נשערה מאד,,61. Очень трудно около Творца,,61. Und rings um Ihn stürmt es gewaltig,,61. A su alrededor había una poderosa tormenta,,,,61. Дуже важко біля Творця,
1,62,ARTICLE,062 Yored Umasit,,bs-shamati-062-yored-umasit,"62. Descends and Incites, Ascends and Complains",,סב. יורד ומסית עולה ומקטרג,,"62. Падает и подстрекает, поднимается и обвиняет",,62. Steigt ab und spornt an; steigt auf und klagt an,,"62. Desciende e incita, asciende y reclama",,"62. Düşüşler ve çıkışlar, çıkışlar ve yakınmalar",,"62. Падає і підбурює, піднімається і звинувачує",
1,63,ARTICLE,063 Lavu Alai,,bs-shamati-063-lavu-alai,"63. I Was Borrowed on, and I Repay",,סג. לוו עלי ואני פורע,,"63. Одалживайте, а Я верну",,63. Mir wurde geliehen und ich zahle zurück,,63. Tomé prestado y pagué,,63. Ödünç aldım ve ödedim,,"63. Позичайте, а Я поверну",
1,64,ARTICLE,064 Mitoch She Lo Lishma,,bs-shamati-064-mitoch-she-lo-lishma,64. From Lo Lishma to Lishma,,סד. מתוך שלא לשמה באים לשמה,,64. От ло лишма приходят к лишма,,64. Vo lo liShma kommt man zu liShma,,64. De Lo Lishmá a Lishmá,,64. Lo Lişma'dan Lişmaya,,64. Від ло лішма приходять до лішма,
1,65,ARTICLE,065 Nigle Ve Nistar,,bs-shamati-065-nigle-ve-nistar,65. About the Revealed and the Concealed,,סה. ענין נגלה וענין נסתר,,65. Открытое и скрытое,,65. Über das Offenbarte und das Verborgene,,65. Acerca de lo revelado y lo velado,,65. İfşa ve Gizlilik Konusu,,65. Відкрите й приховане,
1,66,ARTICLE,066 Matan Tora,,bs-shamati-066-matan-tora,66. The Giving of the Torah,,סו. עניין מתן תורה,,66. Дарование Торы-1,,66. Die Gabe der Tora,,66. La entrega de la Torá,,66. Torayı Vermek,,66. Дарування Тори,
1,67,ARTICLE,067 Sur Mi Ra,,bs-shamati-067-sur-mi-ra,67. Depart from Evil,,סז. סור מרע,,67. Отдаляйся от зла,,67. Weiche vom Bösen!,,67. Retirarse del mal,,67. Kötüden Ayrılış,,67. Віддаляйся від зла,
1,68,ARTICLE,068 Kesher Adam,,bs-shamati-068-kesher-adam,68. Man's Connection to the Sefirot,,סח. קשר האדם אל הספירות,,68. Связь человека со сфирот,,68. Die Verbindung des Menschen zu den Sefirot,,68. La conexión del hombre con las Sefirot,,68. Sefirota doğru adamın ıslahı,,68. Зв'язок людини зі сфірот,
1,69,ARTICLE,069 Mikodem Ihie Tikun,,bs-shamati-069-mikodem-ihie-tikun,69. First Will Be the Correction of the World,,סט. מקודם יהיה תיקון העולם,,69. Вначале будет исправление всего мира,,69. Zuerst wird die Korrektur der Welt sein,,69. Primero será la corrección del mundo,,69. Önce Dünyanın Islahı Olacak,,69. Спочатку буде виправлення всього світу,
1,70,ARTICLE,070 Be Yad Hazaka,,bs-shamati-070-be-yad-hazaka,70. With a Mighty Hand and with Fury Poured Out,,ע. ביד חזקה ובחימה שפוכה,,70. Сильной рукой и изливающимся гневом,,70. Mit starker Hand und mit überströmendem Grimm,,70. Con mano poderosa y con furia desbordada,,70. Yüce Bir Elle ve öfkeyle içini döktü,,70. Сильною рукою та зливанням гніву,
1,71,ARTICLE,071 Be Mistarim,,bs-shamati-071-be-mistarim,71. My Soul shall Weep in Secret,,עא. במסתרים תבכה נפשי,,"71. Во тьме плачь, душа моя-2",,71. Im Verborgenen weint meine Seele,,71. Mi alma llorará en secreto,,71. Ruhum gizlilik içinde ağlayacak,,"71. У темряві плач, душа моя",
1,72,ARTICLE,072 Bitachon Hu Levush,,bs-shamati-072-bitachon-hu-levush,72. Confidence Is the Clothing for the Light,,עב. הבטחון הוא הלבוש להאור,,72. Уверенность – одеяние света,,72. Vertrauen ist die Kleidung für das Licht,,72. La confianza es lo qe reviste la Luz,,72. Inanç ışığın kıyafetlenmesidir,,72. Впевненість - одяг світла,
1,73,ARTICLE,073 Leachar Tzimtzum,,bs-shamati-073-leachar-tzimtzum,73. After the Tzimtzum,,עג. לאחר הצמצום,,73. После Сокращения,,73. Nach dem Zimzum,,73. Después del Tzimtzum,,73. Tzimtzum'dan Sonra,,73. Після Скорочення,
1,74,ARTICLE,074 Olam Shana Nefesh,,bs-shamati-074-olam-shana-nefesh,"74. World, Year, Soul",,עד. ענין עולם שנה נפש,,"74. Мир, год, душа",,"74.  Welt, Jahr und Seele",,"74. Mundo, año, alma",,"74. Dünya, Yıl, Ruh",,"74. Світ, рік, душа",
1,75,ARTICLE,075 Bchinat Olam Haba,,bs-shamati-075-bchinat-olam-haba,"75. There Is a Discernment of the Next World, and There Is a Discernment of This World",,"עה. יש בחינת עולם הבא, ויש בחינת עולם הזה",,75. Будущий мир и этот мир,,"75. Es gibt eine Unterscheidung von der ""nächsten Welt"" und eine Unterscheidung von ""dieser Welt""",,"75. Existe un tipo de discernimiento del mundo del más allá, y existe un tipo dediscernimiento de es",,75. Bir sonraki dünyanın ve bu dünyanın sezgisi var,,75. Майбутній світ і цей світ,
