Level,Position,Type,Name,Description,Pattern,en.name,en.description,he.name,he.description,ru.name,ru.description,de.name,de.description,es.name,es.description,tr.name,tr.description,ua.name,ua.description
1,56,ARTICLE,(1985-35) Kshe Adam Yodea,,rb-1985-35-kshe-adam-yodea,Article 35 (1985),,כשאדם יודע מהי יראת ה',,"Когда человек знает, что такое трепет перед Творцом",,Artikel 35 (1985),,Artículo 35 (1985),,Makale 35 (1985),,"Коли людина знає, що таке трепет пред Творцем",
1,57,ARTICLE,(1985-36) Va Yehi Erev,,rb-1985-36-va-yehi-erev,And There Was Evening and There Was Morning,,ויהי ערב ויהי בוקר,,"И был вечер, и было утро",,Artikel 36 (1985),,"Y se hizo la noche, Y se hizo el día",,Makale 36 (1985),,"І був вечір, і був ранок",
1,58,ARTICLE,(1985-37) Mi Meid Al Ha Adam,,rb-1985-37-mi-meid-al-ha-adam,Who Testifies to a Person,,מי מעיד על האדם,,Заповедь свидетельствовать,,Artikel 37 (1985),,Quién Da Testimonio De Una Persona,,Makale 37 (1985),,Заповідь свідчити,
1,59,ARTICLE,(1985-38) Tzadik Ve Tov Lo,,rb-1985-38-tzadik-ve-tov-lo,Article 38 (1985),,"צדיק וטוב לו, צדיק ורע לו",,Праведнику хорошо и плохо,,Artikel 38 (1985),,Artículo 38 (1985),,Makale 38 (1985),,Праведнику добре і погано,
1,60,ARTICLE,(1985-39) Shma Kolenu,,rb-1985-39-shma-kolenu,Article 39 (1985),,שמע קולנו,,Услышь наш голос,,Artikel 39 (1985),,Artículo 39 (1985),,Makale 39 (1985),,Почуй наш голос,
1,61,ARTICLE,(1986-01) Va Yelech,,rb-1986-01-va-yelech,Article 1 (1986),,וילך משה,,И пошел Моше,,Artikel 1 (1986),,Artículo 1 (1986),,Makale 1 (1986),,І пішов Моше...,
1,62,ARTICLE,(1986-02) Aazinu,,rb-1986-02-aazinu,Article 2 (1986),,האזינו השמים,,"Слушайте, небеса",,Artikel 2 (1986),,Artículo 2 (1986),,Makale 2 (1986),,"Слухайте, небеса...",
1,63,ARTICLE,(1986-03) She Al Yadei Tora,,rb-1986-03-she-al-yadei-tora,Article 3 (1986),,"מהו שע""י תורה זוכה האדם לצדקה ולשלום",,"Что значит, что с помощью Торы удостаивается человек милостыни и мира",,Artikel 3 (1986),,Artículo 3 (1986),,Makale 3 (1986),,"Що означає, що за допомогою Тори удостоюється людина милостині і світу",
1,64,ARTICLE,(1986-04) Inyan Hesed,,rb-1986-04-inyan-hesed,Article 4 (1986),,ענין החסד,,Милосердие,,Artikel 4 (1986),,Artículo 4 (1986),,Makale 4 (1986),,Милосердя,
1,65,ARTICLE,(1986-05) Kvod Av,,rb-1986-05-kvod-av,Article 5 (1986),,בענין כבוד אב,,Уважение к отцу,,Artikel 5 (1986),,Artículo 5 (1986),,Makale 5 (1986),,Повага до батька,
1,66,ARTICLE,(1986-06) Inyan Bitachon,,rb-1986-06-inyan-bitachon,Article 6 (1986),,ענין בטחון,,Уверенность,,Artikel 6 (1986),,Artículo 6 (1986),,Makale 6 (1986),,Впевненість,
1,67,ARTICLE,(1986-07) Tfilat Rabim 1,,rb-1986-07-tfilat-rabim-1,The Importance of a Prayer of Many,,חשיבותה של תפילת רבים,,Важность молитвы общества,,Artikel 7 (1986),,La importancia de un rezo de muchos,,Makale 7 (1986),,Важливість молитви суспільства,
1,68,ARTICLE,(1986-08) Be Inyan Ezra,,rb-1986-08-be-inyan-ezra,Article 8 (1986),,בענין העזרה הבאה מלמעלה,,"Помощь, приходящая свыше",,Artikel 8 (1986),,Artículo 8 (1986),,Makale 8 (1986),,"Допомога, що приходить згори",
1,69,ARTICLE,(1986-09) Ner Hanuka,,rb-1986-09-ner-hanuka,Article 9 (1986),,בענין נר חנוכה,,Ханукальная свеча,,Artikel 9 (1986),,Artículo 9 (1986),,Makale 9 (1986),,Ханукальна свічка,
1,70,ARTICLE,(1986-10) Inyan Tfila,,rb-1986-10-inyan-tfila,The Prayer,,ענין תפלה,,Молитва,,Artikel 10 (1986),,Artículo 10 (1986),,Makale 10 (1986),,Молитва,
1,71,ARTICLE,(1986-11) Tfila Amitit,,rb-1986-11-tfila-amitit,Article 1 (1986),,תפלה אמיתית היא על חסרון אמיתי,,Истинная молитва,,Artikel 11 (1986),,Artículo 11 (1986),,Makale 11 (1986),,Істинна молитва,
1,72,ARTICLE,(1986-12) Hisaron Ikari,,rb-1986-12-hisaron-ikari,Article 12 (1986),,"החסרון העקרי שעליו להתפלל, מהו",,О чем молиться,,Artikel 12 (1986),,Artículo 12 (1986),,Makale 12 (1986),,Про що молитись,
1,73,ARTICLE,(1986-13) Bo El Paro 2,,rb-1986-13-bo-el-paro-2,Come unto Pharaoh 2,,בא אל פרעה - ב,,Пойдем к фараону-2,,Artikel 13 (1986),,Artículo 13 (1986),,Makale 13 (1986),,Пішли до фараона (2),
1,74,ARTICLE,(1986-14) Mahu Tzorech,,rb-1986-14-mahu-tzorech,Article 14 (1986),,מהו הצורך לשאילת כלים מהמצרים,,Для чего сосуды египтян,,Artikel 14 (1986),,Artículo 14 (1986),,Makale 14 (1986),,Для чого посудини єгиптян,
1,75,ARTICLE,(1986-15) Tfilat Rabim 2,,rb-1986-15-tfilat-rabim-2,A Prayer of Many,,תפלת רבים,,Молитва общества,,Artikel 15 (1986),,La Plegaria colectiva,,Makale 15 (1986),,Молитва суспільства,
1,76,ARTICLE,(1986-16) Ki Yaakov,,rb-1986-16-ki-yaakov,Article 16 (1986),,כי יעקב בחר לו יה,,Потому что избран Яков,,Artikel 16 (1986),,Artículo 16 (1986),,Makale 16 (1986),,"Тому, що обраний Яков",
1,77,ARTICLE,(1986-17) Seder Yeshivat Itvaadut,,rb-1986-17-seder-yeshivat-itvaadut,The Agenda of the Assembly 2,,סדר ישיבת התועדות,,Порядок собрания общества,,Artikel 17 (1986),,La agenda para la Asamblea,,Makale 17 (1986),,Порядок зборів товариства,
1,78,ARTICLE,(1986-18) Gorem Le Tfila,,rb-1986-18-gorem-le-tfila,Who Causes the Prayer,,מי הוא הגורם לתפילה,,Кто приводит к молитве,,Artikel 18 (1986),,Artículo 18 (1986),,Makale 18 (1986),,Хто призводить до молитви,
1,79,ARTICLE,(1986-19) Inyan Simcha,,rb-1986-19-inyan-simcha,Article 19 (1986),,ענין שמחה,,Радость,,Artikel 19 (1986),,Artículo 19 (1986),,Makale 19 (1986),,Радість,
1,80,ARTICLE,(1986-20) Ve Haya Ki,,rb-1986-20-ve-haya-ki,Article 20 (1986),,והיה כי יחטא ואשם,,Да будет согрешивший,,Artikel 20 (1986),,Artículo 20 (1986),,Makale 20 (1986),,"Хай буде той, хто згрішив",
1,81,ARTICLE,(1986-21) Lemala Mi Daat,,rb-1986-21-lemala-mi-daat,Concerning Above Reason,,ענין למעלה מהדעת,,Вера выше знания,,Artikel 21 (1986),,Artículo 21 (1986),,Makale 21 (1986),,Віра вище знання,
1,82,ARTICLE,(1986-22) Isha Ki Tazria,,rb-1986-22-isha-ki-tazria,"A teaching on the section ""Tazriah"" from the Book of The Zohar",,אשה כי תזריע,,"Женщина, когда зачнет",,Artikel 22 (1986),,Artículo 22 (1986),,Makale 22 (1986),,"Жінка, коли зачне...",
1,83,ARTICLE,(1986-23) Inyan Yira,,rb-1986-23-inyan-yira,Article 23 (1986),,ענין יראה ושמחה,,Трепет и радость,,Artikel 23 (1986),,Artículo 23 (1986),,Makale 23 (1986),,Трепет і радість,
1,84,ARTICLE,(1986-24) Evdel Bein Tzdaka,,rb-1986-24-evdel-bein-tzdaka,Article 24 (1986),,ההבדל בין צדקה למתנה,,Отличие милости от подарка,,Artikel 24 (1986),,Artículo 24 (1986),,Makale 24 (1986),,Відмінність милості від подарунка,
1,85,ARTICLE,(1986-25) Shiur Mitzvot,,rb-1986-25-shiur-mitzvot,Article 25 (1986),,שיעור מעשי המצות,,Мера выполнения заповедей,,Artikel 25 (1986),,Artículo 25 (1986),,Makale 25 (1986),,Міра виконання заповідей,
1,86,ARTICLE,(1986-26) Derech Krova,,rb-1986-26-derech-krova,Article 26 (1986),,דרך קרובה ודרך רחוקה,,Близкий и дальний пути,,Artikel 26 (1986),,Artículo 26 (1986),,Makale 26 (1986),,Близький і далекий шлях,
1,87,ARTICLE,(1986-27) Ashem Ve Israel,,rb-1986-27-ashem-ve-israel,Article 27 (1986),,"הקב""ה וישראל יצאו בגלות",,Творец и Израиль в изгнании,,Artikel 27 (1986),,Artículo 27 (1986),,Makale 27 (1986),,Творець та Ізраїль у вигнанні,
1,88,ARTICLE,(1986-28) Ein Eda,,rb-1986-28-ein-eda,A Congregation Is No Less than Ten,,אין עדה פחות מעשרה,,Нет общины меньше десяти,,Artikel 28 (1986),,Artículo 28 (1986),,Makale 28 (1986),,Немає громади менше десяти,
1,89,ARTICLE,(1986-29) Lishma,,rb-1986-29-lishma,Lishma ve she lo lishma,,לשמה ושלא לשמה,,Ради Творца и не ради Творца,,Artikel 29 (1986),,Artículo 29 (1986),,Makale 29 (1986),,Заради Творця і не заради Творця,
1,90,ARTICLE,(1986-30) Inyan Klipa,,rb-1986-30-inyan-klipa,Article 30 (1986),,ענין קליפה שקדמה לפרי,,Клипа предшествует плоду,,Artikel 30 (1986),,Artículo 30 (1986),,Makale 30 (1986),,Кліпа передує плоду,
1,91,ARTICLE,(1986-31) Inyan Enika Ve Ibur,,rb-1986-31-inyan-enika-ve-ibur,Article 31 (1986),,"ענין יניקה, ועיבור",,Время зарождения и вскармливания,,Artikel 31 (1986),,Artículo 31 (1986),,Makale 31 (1986),,Час зародження і вигодовування,
1,92,ARTICLE,(1986-32) Inyan She Be Tfila,,rb-1986-32-inyan-she-be-tfila,Article 32 (1986),,ענין שבתפלה צריכים ליישור רגלים ולכסוי ראש,,"Что означает в молитве – ""выпрямить ноги и покрыть голову""",,Artikel 32 (1986),,Artículo 32 (1986),,Makale 32 (1986),,"Що означає в молитві - ""випрямити ноги і покрити голову""",
1,93,ARTICLE,(1986-33) Mitzvot She Adam Dash,,rb-1986-33-mitzvot-she-adam-dash,Article 33 (1986),,מהו מצות שאדם דש בעקביו,,"Заповеди, которыми человек пренебрегает",,Artikel 33 (1986),,Artículo 33 (1986),,Makale 33 (1986),,"Заповіді, котрими людина зневажає",
1,94,ARTICLE,(1986-34) Inyan Shoftim,,rb-1986-34-inyan-shoftim,Article 34 (1986),,ענין שופטים ושוטרים,,Судьи и стражники,,Artikel 34 (1986),,Artículo 34 (1986),,Makale 34 (1986),,Судді і сторожа,
1,95,ARTICLE,(1986-35) Hamisha Asar Beav,,rb-1986-35-hamisha-asar-beav,Article 35 (1986),,חמשה עשר באב,,Пятнадцатое ава,,Artikel 35 (1986),,Artículo 35 (1986),,Makale 35 (1986),,П'ятнадцяте ава,
1,96,ARTICLE,(1986-36) Achana Le Slichot,,rb-1986-36-achana-le-slichot,Article 36 (1986),,הכנה לסליחות מהו,,Подготовка к покаянию,,Artikel 36 (1986),,Artículo 36 (1986),,Makale 36 (1986),,Підготовка до покаяня,
1,97,ARTICLE,(1987-01) Hatov Ve Metiv,,rb-1987-01-hatov-ve-metiv,Article 1 (1987),,הטוב ומטיב לרעים ולטובים,,Статья 1 (1987),,Artikel 1 (1987),,Artículo 1 (1987),,Makale 1 (1987),,Стаття 1 (1986),
1,98,ARTICLE,(1987-02) Hashivut Akarat Ra,,rb-1987-02-hashivut-akarat-ra,Article 2 (1987),,ענין חשיבות הכרת הרע,,Статья 2 (1987),,Artikel 2 (1987),,Artículo 2 (1987),,Makale 2 (1987),,Стаття 2 (1986),
1,99,ARTICLE,(1987-03) Kol Israel,,rb-1987-03-kol-israel,Article 3 (1987),,כל ישראל יש להם חלק לעולם הבא,,Каждый из Израиля – есть у него доля в будущем мире,,Artikel 3 (1987),,Artículo 3 (1987),,Makale 3 (1987),,Кожен з Ізраїлю - є у нього частка в майбутньому світі,
1,100,ARTICLE,(1987-04) Me Adam Ra,,rb-1987-04-me-adam-ra,Article 4 (1987),,מאדם רע אסור לשמוע דבר טוב,,Статья 4 (1987),,Artikel 4 (1987),,Artículo 4 (1987),,Makale 4 (1987),,Стаття 4 (1987),
